"stateroute","stops","scale","dir_all","dir_core","trend_tmax","trend_tmin","country","common_label","max_lc","countrynum","statenum","route","routename","active","latitude","longitude","stratum","bcr","landtypeid","routetypeid","routetypedetailid"
60019,"1-25",0.5,0.362958304642988,0.36669705808418,-0.0182028127355838,0.0916005377791929,"US","Shrubland",0.0160065272502987,840,60,19,"HORSE SPGS",1,33.9262784,-108.1876061,87,16,0,1,1
60019,"26-50",0.5,0.345897196953374,0.364229790328471,-0.015180462774466,0.0740683410985807,"US","Shrubland",0.0116164789705818,840,60,19,"HORSE SPGS",1,33.9262784,-108.1876061,87,16,0,1,1
60020,"1-25",0.5,0.363168950276442,0.347561458432388,-0.0222731027112117,0.0838150771598123,"US","Shrubland",0.0092516211476502,840,60,20,"HORSE MTN",1,33.749487,-107.3217132,84,16,0,1,1
60020,"26-50",0.5,0.333302770255942,0.353325238883232,-0.047113661041112,0.0695703911445895,"US","Shrubland",0.0133405784863015,840,60,20,"HORSE MTN",1,33.749487,-107.3217132,84,16,0,1,1
60114,"1-25",0.5,0.382815837902313,0.373777994510719,0.0115555555869897,0.0316759090502008,"US","Barren",-0.0110282854829504,840,60,114,"CERRO VERDE",1,34.8699738,-107.2466969,87,16,0,1,1
60114,"26-50",0.5,0.376838587533778,0.345320476363653,0.00264831397227738,0.0306174197866981,"US","Grasslands",0.00719205508054604,840,60,114,"CERRO VERDE",1,34.8699738,-107.2466969,87,16,0,1,1
61030,"1-25",0.5,0.394572571435151,0.405447588817511,0.0456113656793419,0.0275750208610408,"US","Forest",-0.00313793355804952,840,61,30,"WHITNEY PT",1,42.3472227,-75.9366669,24,28,0,1,1
61030,"26-50",0.5,0.394947326194292,0.408073829317891,0.0458078938829979,0.0285080413223191,"US","Forest",-0.00283889059881672,840,61,30,"WHITNEY PT",1,42.3472227,-75.9366669,24,28,0,1,1
61034,"1-25",0.5,0.387940045298397,0.391451456014156,0.0449258337823259,0.0346019896089979,"US","Forest",-0.0031608606875322,840,61,34,"ONEONTA",1,42.4378997,-75.0998799,24,28,0,1,1
61034,"26-50",0.5,0.355434116003045,0.376669297692979,0.0412065000591902,0.036526810415933,"US","Forest",-0.00289067308612932,840,61,34,"ONEONTA",1,42.4378997,-75.0998799,24,28,0,1,1
61038,"1-25",0.5,0.392320809144431,0.411656905487391,NA,NA,NA,NA,NA,840,61,38,"LISLE",1,42.3591667,-76.0044449,24,28,0,1,1
61038,"26-50",0.5,0.410679044732949,0.407118306708761,NA,NA,NA,NA,NA,840,61,38,"LISLE",1,42.3591667,-76.0044449,24,28,0,1,1
61045,"1-25",0.5,0.419547016881221,0.427577578674454,0.0433714194832319,0.0836836619156348,"US","Agricultural",-0.00252860341392272,840,61,45,"PHILLIPS CR",1,42.2779527,-77.9436889,24,28,0,1,1
61045,"26-50",0.5,0.422395525879208,0.448481774431977,0.0462532260099618,0.0684901384803758,"US","Agricultural",-0.00323202942276696,840,61,45,"PHILLIPS CR",1,42.2779527,-77.9436889,24,28,0,1,1
61047,"1-25",0.5,0.389193409062195,0.391440838151096,0.0503411035984247,0.0356336382341753,"US","Forest",-0.0022759375168134,840,61,47,"ORLEANS",1,42.8999277,-77.1187369,16,13,0,1,1
61047,"26-50",0.5,0.397748841408816,0.394598499833492,0.0464334497954271,0.0274568230814581,"US","Wetlands",0.00335913742541534,840,61,47,"ORLEANS",1,42.8999277,-77.1187369,16,13,0,1,1
61052,"1-25",0.5,0.389853437344943,0.38170336952454,0.052060451354735,0.0713581791014142,"US","Agricultural",-0.00334375920271548,840,61,52,"MT MORRIS",1,42.6940897,-77.9559089,24,13,0,1,1
61052,"26-50",0.5,0.34707988542199,0.348328910590313,0.059368534002352,0.069604004244354,"US","Agricultural",-0.0031643560994404,840,61,52,"MT MORRIS",1,42.6940897,-77.9559089,24,13,0,1,1
61053,"1-25",0.5,0.416022778266,0.415750808422029,0.0573596818743622,0.0749573062231861,"US","Agricultural",-0.00751206069793908,840,61,53,"HAMBURG",1,42.6805707,-78.8216099,16,13,0,1,1
61053,"26-50",0.5,0.360521972510149,0.37421466530432,0.0587318061141886,0.0737006967949054,"US","Agricultural",-0.006132160289908,840,61,53,"HAMBURG",1,42.6805707,-78.8216099,16,13,0,1,1
61056,"1-25",0.5,0.362841961442648,0.356239217736357,0.0603734525598402,0.0565730226031955,"US","Agricultural",-0.00300021108426952,840,61,56,"CATTARAUGUS",1,42.2769437,-78.8989789,24,28,0,1,1
61056,"26-50",0.5,0.375541491725672,0.372829879065564,0.0541934901753084,0.07006218317901,"US","Agricultural",-0.00343333576310428,840,61,56,"CATTARAUGUS",1,42.2769437,-78.8989789,24,28,0,1,1
61057,"1-25",0.5,0.376726022892188,0.37552729956161,0.0580485998719908,0.0730918002940186,"US","Agricultural",-0.00366478427196168,840,61,57,"EAST JAVA",1,42.5957057,-78.3611669,24,28,0,1,1
61057,"26-50",0.5,0.350736810620375,0.357015491091854,0.0613822877265491,0.07520709919154,"US","Agricultural",-0.00537210907956668,840,61,57,"EAST JAVA",1,42.5957057,-78.3611669,24,28,0,1,1
61058,"1-25",0.5,0.33542636428683,0.327516752483269,0.0597875603314111,0.0612103193834967,"US","Agricultural",-0.004515873301863,840,61,58,"CASTILE",1,42.6213397,-78.1039209,16,13,0,1,1
61058,"26-50",0.5,0.352113666200942,0.361545518354824,0.0589984723849174,0.0567038171287744,"US","Agricultural",-0.00416610175383708,840,61,58,"CASTILE",1,42.6213397,-78.1039209,16,13,0,1,1
61059,"1-25",0.5,0.356054026661407,0.367418219251893,0.0519679983496367,0.0389113213847224,"US","Agricultural",-0.00321978225742364,840,61,59,"RANDOLPH",1,42.0548007,-78.9408579,24,13,0,1,1
61059,"26-50",0.5,0.373141906654902,0.383254652968423,0.0586896691613099,0.0497821377577697,"US","Agricultural",-0.00283590422022448,840,61,59,"RANDOLPH",1,42.0548007,-78.9408579,24,13,0,1,1
61064,"1-25",0.5,0.397299971468908,0.409340264747385,0.0498206855188365,0.0429569715637337,"US","Agricultural",-0.006628605706354,840,61,64,"ST JOHNSBURG",1,43.0697617,-78.8506549,16,13,0,1,1
61064,"26-50",0.5,0.376844902164952,0.414545807268198,0.052013470916997,0.0464989529519878,"US","Agricultural",-0.00655506097065132,840,61,64,"ST JOHNSBURG",1,43.0697617,-78.8506549,16,13,0,1,1
61065,"1-25",0.5,0.387601249965913,0.385130876689705,0.0628680146664862,0.046345477353874,"US","Agricultural",-0.00528667471806396,840,61,65,"E YOUNGSTOWN",1,43.2572547,-79.0022969,16,13,0,1,1
61065,"26-50",0.5,0.345596498063071,0.352922607097013,0.0450990952497598,0.0427726877171197,"US","Agricultural",-0.00716831540325464,840,61,65,"E YOUNGSTOWN",1,43.2572547,-79.0022969,16,13,0,1,1
61069,"1-25",0.5,0.394739867335624,0.390790519493682,0.0517358339836772,0.033035651959044,"US","Wetlands",0.0048971450490438,840,61,69,"N VICTORY 2",1,43.2634447,-76.6878269,16,13,0,1,1
61069,"26-50",0.5,0.352973313232736,0.384091369675837,0.0583786157173629,0.0346364204268669,"US","Forest",-0.00550187724283848,840,61,69,"N VICTORY 2",1,43.2634447,-76.6878269,16,13,0,1,1
61073,"1-25",0.5,0.332330044948821,0.348213765890678,0.0555665537320242,0.0363378211308353,"US","Forest",-0.0031557669843742,840,61,73,"MCKEEVER",1,43.6964937,-75.0129759,26,14,0,1,1
61073,"26-50",0.5,0.357067386807983,0.390707753207704,0.0660272640157235,0.0455672345105157,"US","Wetlands",-0.000504406971436681,840,61,73,"MCKEEVER",1,43.6964937,-75.0129759,26,14,0,1,1
61075,"1-25",0.5,0.350366299846763,0.38890686466695,0.0622756591304449,0.0219901030481076,"US","Agricultural",-0.00204364850253512,840,61,75,"KASOAG",1,43.4558097,-75.9023929,24,14,0,1,1
61075,"26-50",0.5,0.402443187294411,0.411815078131363,0.0521102609604376,0.0191535310084577,"US","Agricultural",-0.00208655427260076,840,61,75,"KASOAG",1,43.4558097,-75.9023929,24,14,0,1,1
61089,"1-25",0.5,0.402967093936299,0.386710837973416,0.0505676917530586,0.0439179651523366,"US","Wetlands",0.00390597569910012,840,61,89,"SALEM",1,43.2100377,-73.3079649,13,13,0,1,1
61089,"26-50",0.5,0.381148257201123,0.364182417725962,0.0470784532756562,0.0523428146759097,"US","Agricultural",-0.0034656554504872,840,61,89,"SALEM",1,43.2100377,-73.3079649,13,13,0,1,1
61093,"1-25",0.5,0.386534501589409,0.37902456801691,0.0375487127456646,0.0502548377508625,"US","Forest",-0.00263127653909216,840,61,93,"WARRENSBURG",1,43.5327757,-73.7953919,26,14,0,1,1
61093,"26-50",0.5,0.379443427049806,0.39075321176089,0.0384874851317055,0.0421466039372737,"US","Forest",-0.004239403681969,840,61,93,"WARRENSBURG",1,43.5327757,-73.7953919,26,14,0,1,1
61100,"1-25",0.5,0.420993135076002,0.413973666319734,0.0299865749225977,0.0215845110069779,"US","Forest",-0.0043359331936942,840,61,100,"GABRIELS",1,44.4319917,-74.1807169,26,14,0,1,1
61100,"26-50",0.5,0.401693353402454,0.412903211205378,0.0356457132895655,0.0182336987957783,"US","Forest",-0.0052817299774444,840,61,100,"GABRIELS",1,44.4319917,-74.1807169,26,14,0,1,1
61111,"1-25",0.5,0.437997311819152,0.430537615226085,0.0417603347339208,0.0770759963407196,"US","Agricultural",-0.00302682562822248,840,61,111,"S VANDALIA",1,42.0836187,-78.5902949,24,28,0,1,1
61111,"26-50",0.5,0.399551338062818,0.405428221877242,0.0386198360202464,0.0799455161101104,"US","Agricultural",-0.00243654604392224,840,61,111,"S VANDALIA",1,42.0836187,-78.5902949,24,28,0,1,1
61121,"1-25",0.5,0.352765499503055,0.369133816310115,0.0636186254507855,0.0278849262066136,"US","Forest",-0.00150379004632716,840,61,121,"DOWNSVILLE",1,42.0781957,-74.9852279,24,28,0,1,1
61121,"26-50",0.5,0.382377279076077,0.38364846608479,0.0564414436246172,0.0297116159610715,"US","Forest",-0.00211486026632652,840,61,121,"DOWNSVILLE",1,42.0781957,-74.9852279,24,28,0,1,1
61123,"1-25",0.5,0.402550691969732,0.409961043937587,0.0278295605746426,0.0567000294003384,"US","Forest",-0.00430828878127708,840,61,123,"MILFORD",1,42.5913477,-74.9252479,24,28,0,1,1
61123,"26-50",0.5,0.390622608112689,0.395033169738548,0.0246691571499887,0.0614290821745177,"US","Forest",-0.00500127226463104,840,61,123,"MILFORD",1,42.5913477,-74.9252479,24,28,0,1,1
61136,"1-25",0.5,0.362151526606222,0.351127526131754,NA,NA,NA,NA,NA,840,61,136,"OXFORD 2",1,42.4021987,-75.6038909,24,28,0,1,1
61136,"26-50",0.5,0.35927575741775,0.358824916634163,NA,NA,NA,NA,NA,840,61,136,"OXFORD 2",1,42.4021987,-75.6038909,24,28,0,1,1
61199,"1-25",0.5,0.357079153758571,0.365535903984384,0.0371728363953854,0.0275084380675846,"US","Forest",-0.00589260518429928,840,61,199,"ST REGIS FLS",1,44.5249717,-74.4929809,26,14,0,1,1
61199,"26-50",0.5,0.375505248025172,0.387637889865744,0.0334505438781792,0.0254461618250561,"US","Forest",-0.00447836286295292,840,61,199,"ST REGIS FLS",1,44.5249717,-74.4929809,26,14,0,1,1
63002,"1-25",0.5,0.413483639421285,0.418033023477163,0.0081363345350818,0.0502299185020133,"US","Agricultural",-0.00291274070683624,840,63,2,"MERRIMON",1,34.95713,-76.65516,3,27,0,1,1
63002,"26-50",0.5,0.384642355016774,0.389132039191001,-0.00533140060229293,0.05807091705486,"US","Agricultural",-0.0029768904050032,840,63,2,"MERRIMON",1,34.95713,-76.65516,3,27,0,1,1
63003,"1-25",0.5,0.421436140434981,0.426544117597895,0.0612704271430644,0.0730404486158965,"US","Forest",-0.00463010142767869,840,63,3,"MYRTLE GROVE",1,34.1327657,-77.8775469,3,27,0,1,1
63003,"26-50",0.5,0.382529904790851,0.407197409117188,0.0583210601684373,0.068556799959526,"US","Forest",-0.00630463651607988,840,63,3,"MYRTLE GROVE",1,34.1327657,-77.8775469,3,27,0,1,1
63004,"1-25",0.5,0.448348666954703,0.465765168647616,0.0438634263806463,0.019888868054121,"US","Forest",-0.0071389327095686,840,63,4,"WARDS CORNER",1,34.5342189,-78.0716243,3,27,0,1,1
63004,"26-50",0.5,0.406617176748175,0.41720154004322,0.0419834978073674,0.0139980288376181,"US","Forest",-0.00627834293004636,840,63,4,"WARDS CORNER",1,34.5342189,-78.0716243,3,27,0,1,1
63005,"1-25",0.5,0.36110428459915,0.382510243813525,0.0333556714608111,0.0465452964183601,"US","Forest",-0.003658663484818,840,63,5,"HALLSBORO",1,34.3209605,-78.5992368,3,27,0,1,1
63005,"26-50",0.5,0.377839492601403,0.401081697596201,0.0412847380973216,0.0367700591127424,"US","Forest",-0.0041558077717114,840,63,5,"HALLSBORO",1,34.3209605,-78.5992368,3,27,0,1,1
63010,"1-25",0.5,0.43353649919299,0.430901348492228,0.0442450790304362,0.0451857106482836,"US","Forest",-0.001365272384773,840,63,10,"SPEED",1,35.9691437,-77.4434709,3,27,0,1,1
63010,"26-50",0.5,0.385939517109205,0.39354785869959,0.0389322852704402,0.0520394162915468,"US","Barren",-0.00251303238686779,840,63,10,"SPEED",1,35.9691437,-77.4434709,3,27,0,1,1
63011,"1-25",0.5,0.355721637117063,0.382337970106689,0.00507814805367854,0.0311763345736727,"US","Forest",-0.00239751222743212,840,63,11,"KINSTON",1,35.2819414,-77.7112775,4,27,0,1,1
63011,"26-50",0.5,0.364398068895274,0.375612611943127,0.00870580394150218,0.0404785051970488,"US","Wetlands",-0.00244709569987268,840,63,11,"KINSTON",1,35.2819414,-77.7112775,4,27,0,1,1
63013,"1-25",0.5,0.413571134933008,0.421789105662662,0.010665032806321,0.0521239533258968,"US","Forest",-0.00804279143392824,840,63,13,"ROSE",1,35.4161407,-78.0698959,4,27,0,1,1
63013,"26-50",0.5,0.410904063865781,0.421304684362254,0.0188460487054331,0.0606477984803186,"US","Forest",-0.00909756666565236,840,63,13,"ROSE",1,35.4161407,-78.0698959,4,27,0,1,1
63024,"1-25",0.5,0.381482135298222,0.387167438663445,0.0292056343893444,0.0804779602951299,"US","Forest",-0.00269804999570484,840,63,24,"ARCOLA",1,36.2540309,-77.9795614,11,29,0,1,1
63024,"26-50",0.5,0.373035830459643,0.371223996266036,0.0302495064721721,0.0789232380758745,"US","Forest",-0.0029690404373966,840,63,24,"ARCOLA",1,36.2540309,-77.9795614,11,29,0,1,1
63030,"1-25",0.5,0.396036149715743,0.402644405285946,NA,NA,NA,NA,NA,840,63,30,"CULLOWHEE",1,35.316016,-83.2186082,23,28,0,1,1
63030,"26-50",0.5,0.365722852120521,0.386994246263059,NA,NA,NA,NA,NA,840,63,30,"CULLOWHEE",1,35.316016,-83.2186082,23,28,0,1,1
63031,"1-25",0.5,0.406947954348677,0.417038499182146,0.0508528009275101,0.0524769749438628,"US","Forest",-0.00438414335003496,840,63,31,"LINVILLE",1,36.0168463,-81.8815194,23,28,0,1,1
63031,"26-50",0.5,0.356892624578764,0.372425376622819,0.0553279333870554,0.057318927375819,"US","Urban",0.00452767083094208,840,63,31,"LINVILLE",1,36.0168463,-81.8815194,23,28,0,1,1
63101,"1-25",0.5,0.46623995214466,0.47553335153454,0.0602540137280134,0.0612082845042993,"US","Forest",-0.00826464776154732,840,63,101,"SUPPLY",1,33.9225168,-78.2125169,3,27,0,1,1
63101,"26-50",0.5,0.379013097982541,0.382544266346704,0.0447990890546027,0.0513277513252457,"US","Forest",-0.0139905988205269,840,63,101,"SUPPLY",1,33.9225168,-78.2125169,3,27,0,1,1
63106,"1-25",0.5,0.361772217586943,0.401399226916577,0.0391714655380434,0.0380676731216333,"US","Forest",-0.00616190364956323,840,63,106,"ROWLAND",1,34.4715967,-79.2005609,4,27,0,1,1
63106,"26-50",0.5,0.439641416832057,0.431501385085933,0.0467125224455803,0.0443554329225876,"US","Forest",-0.00505281158536402,840,63,106,"ROWLAND",1,34.4715967,-79.2005609,4,27,0,1,1
63107,"1-25",0.5,0.378316212440658,0.372015879228692,0.0261366821760084,0.024743051409289,"US","Urban",0.000332761071917164,840,63,107,"MILLTAIL CR",1,35.8639187,-75.8611599,3,27,0,1,1
63107,"26-50",0.5,0.482210698345015,0.473942998235823,0.0282676286043316,0.0248671514192203,"US","Wetlands",-0.000594232805669437,840,63,107,"MILLTAIL CR",1,35.8639187,-75.8611599,3,27,0,1,1
63119,"1-25",0.5,0.391266782017579,0.382933880434531,0.0312881390556365,0.0825401794513978,"US","Forest",-0.00396188266489892,840,63,119,"SAWMILL",1,35.8278747,-81.6405339,11,29,0,1,1
63119,"26-50",0.5,0.403856210394699,0.397055986199554,0.0322360583462097,0.0778429877893317,"US","Forest",-0.0061241459830232,840,63,119,"SAWMILL",1,35.8278747,-81.6405339,11,29,0,1,1
63205,"1-25",0.5,0.438593374227031,0.44169997339345,0.0400147086123022,0.018312211059139,"US","Forest",-0.00554467147917692,840,63,205,"MONTAGUE",1,34.4014777,-78.0548779,3,27,0,1,1
63205,"26-50",0.5,0.406939539235544,0.404639908377448,0.0349947213629878,0.00710998303997139,"US","Forest",-0.0062540124606926,840,63,205,"MONTAGUE",1,34.4014777,-78.0548779,3,27,0,1,1
63224,"1-25",0.5,0.384730035783596,0.395971654160138,0.0344814987233268,0.0700176150982197,"US","Forest",-0.00796965271833092,840,63,224,"DORTCHES",1,35.9991587,-77.8356539,4,27,0,1,1
63224,"26-50",0.5,0.409657396390041,0.404052844815862,0.0335460546422882,0.0648092537534883,"US","Forest",-0.00750200576471636,840,63,224,"DORTCHES",1,35.9991587,-77.8356539,4,27,0,1,1
63225,"1-25",0.5,0.384105063927132,0.40761671181997,0.0248241924832015,0.0468944490067994,"US","Forest",-0.00352915105641852,840,63,225,"DURHAM",1,36.0899346,-78.9520912,11,29,0,1,1
63225,"26-50",0.5,0.416855338729304,0.409856560721452,0.0353654059428533,0.0543608101305522,"US","Forest",-0.00377308412158628,840,63,225,"DURHAM",1,36.0899346,-78.9520912,11,29,0,1,1
68113,"1-25",0.5,0.413179431698676,0.428051726145846,0.00905049034503431,0.0392519645221289,NA,NA,NA,124,68,113,"GLEN TAY",1,44.845,-76.36333,18,13,0,1,1
68113,"26-50",0.5,0.395748595258845,0.446025890659865,0.00447666333207013,0.0352524056854061,NA,NA,NA,124,68,113,"GLEN TAY",1,44.845,-76.36333,18,13,0,1,1
68119,"1-25",0.5,0.358987517093832,0.385582290792205,0.0236017654565244,0.0205473724958272,NA,NA,NA,124,68,119,"WILFRID",1,44.33161,-79.18377,18,13,0,1,1
68119,"26-50",0.5,0.382692818325968,0.380157909331402,0.0293835214316098,0.0120857032046197,NA,NA,NA,124,68,119,"WILFRID",1,44.33161,-79.18377,18,13,0,1,1
64001,"1-25",0.5,0.44635387174894,0.44770765401478,0.0277586937987491,0.0506772492017507,"US","Water",0.00207787670082311,840,64,1,"FORMAN",1,46.1531849,-97.6746757,37,11,0,1,1
64001,"26-50",0.5,0.427303672962665,0.428487779067564,0.0250058780727603,0.0457188952818219,"US","Urban",0.0012951815112414,840,64,1,"FORMAN",1,46.1531849,-97.6746757,37,11,0,1,1
64007,"1-25",0.5,0.398993659127586,0.394818084484692,0.016863232969626,0.0330529722069745,"US","Agricultural",-0.00283291542860088,840,64,7,"KEMPTON",1,47.845638,-97.6029243,40,11,0,1,1
64007,"26-50",0.5,0.359972779387956,0.365853144481679,0.0179342656257846,0.0312730777608422,"US","Agricultural",-0.00171887655127368,840,64,7,"KEMPTON",1,47.845638,-97.6029243,40,11,0,1,1
64009,"1-25",0.5,0.361688468510852,0.373253907281703,0.0210987154700965,0.0475054942258827,"US","Agricultural",-0.00655849296059024,840,64,9,"COOPERSTOWN",1,47.4859247,-98.2439809,37,11,0,1,1
64009,"26-50",0.5,0.374683708836414,0.379078485968006,0.0243206082523164,0.0495513687798939,"US","Agricultural",-0.0105082021724673,840,64,9,"COOPERSTOWN",1,47.4859247,-98.2439809,37,11,0,1,1
64011,"1-25",0.5,0.434055168976657,0.486889257178399,0.0152381089354989,0.0282004523652364,"US","Grasslands",-0.00821536887370052,840,64,11,"HORSEHEAD LK",1,47.0675197,-99.6292032,38,11,0,1,1
64011,"26-50",0.5,0.406610155180099,0.418236919001188,0.0224708918458296,0.0306476618399354,"US","Grasslands",-0.0063345284575962,840,64,11,"HORSEHEAD LK",1,47.0675197,-99.6292032,38,11,0,1,1
64028,"1-25",0.5,0.449125731762358,0.467797578554014,0.000795875264808415,0.0383969743984386,"US","Grasslands",-0.00177022578574256,840,64,28,"DENBIGH",1,48.4004127,-100.6573939,37,11,0,1,1
64028,"26-50",0.5,0.423220657375731,0.448259792527039,-0.000290029905035233,0.0361439436729301,"US","Grasslands",-0.00251680242206624,840,64,28,"DENBIGH",1,48.4004127,-100.6573939,37,11,0,1,1
64038,"1-25",0.5,0.401638508948397,0.390540488483799,0.0306276632048808,0.0662995931581284,"US","Agricultural",-0.00310999868620072,840,64,38,"WILD ROSE",1,48.5899857,-103.0592269,38,11,0,1,1
64038,"26-50",0.5,0.418191169365468,0.392178269789123,0.0300485346118925,0.0574247411738385,"US","Agricultural",-0.00235937580118616,840,64,38,"WILD ROSE",1,48.5899857,-103.0592269,38,11,0,1,1
64039,"1-25",0.5,0.438692469525849,0.43487403549755,0.0239648890022778,0.0741096087146304,"US","Agricultural",-0.00144811010637724,840,64,39,"POWERS LAKE",1,48.6621167,-102.6906819,38,11,0,1,1
64039,"26-50",0.5,0.394471285569354,0.395768714231119,0.0271180154655296,0.0765361210288042,"US","Urban",0.00113391615806961,840,64,39,"POWERS LAKE",1,48.6621167,-102.6906819,38,11,0,1,1
64041,"1-25",0.5,0.375009560733883,0.378451087877148,0.0076878843953993,0.0422687677901069,"US","Grasslands",-0.00293527338401932,840,64,41,"DOUGLAS CRK",1,47.7465897,-101.5077209,38,11,0,1,1
64041,"26-50",0.5,0.418239030937477,0.400761408093846,0.00157585046922379,0.0343168099418499,"US","Shrubland",-0.00284003870186841,840,64,41,"DOUGLAS CRK",1,47.7465897,-101.5077209,38,11,0,1,1
64042,"1-25",0.5,0.424380183400462,0.446231518341241,0.0120188190260459,0.0312215140241707,"US","Grasslands",-0.00734969000052992,840,64,42,"SHEYENNE LK",1,47.6462687,-100.0542839,37,11,0,1,1
64042,"26-50",0.5,0.421660623997009,0.412621056577206,0.00938372572498157,0.0299085386181366,"US","Grasslands",-0.0056662600737508,840,64,42,"SHEYENNE LK",1,47.6462687,-100.0542839,37,11,0,1,1
64044,"1-25",0.5,0.393239688936978,0.392023526261662,0.0278678880109267,0.0334444319787349,"US","Grasslands",0.0039449180129302,840,64,44,"TURTLE MTNS",1,48.8496871,-100.2489187,30,11,0,1,1
64044,"26-50",0.5,0.374405616025494,0.391401365056442,0.0350980778614544,0.0299955040537718,"US","Grasslands",0.00154220195770291,840,64,44,"TURTLE MTNS",1,48.8496871,-100.2489187,30,11,0,1,1
64103,"1-25",0.5,0.408679943833383,0.424918123970709,0.0190819539680674,0.0426868504280885,"US","Agricultural",-0.0019080795897878,840,64,103,"MONTPELIER",1,46.7251818,-98.797372,37,11,0,1,1
64103,"26-50",0.5,0.382551979087527,0.379109357990677,0.0255591509231497,0.0483891339108984,"US","Agricultural",-0.00538108536889168,840,64,103,"MONTPELIER",1,46.7251818,-98.797372,37,11,0,1,1
66003,"1-25",0.5,0.387963244983398,0.41157452330779,0.0547835297434738,0.0547144090161186,"US","Agricultural",-0.00281479799433364,840,66,3,"KUNKLE",1,41.6511517,-84.5147859,16,22,0,1,1
66003,"26-50",0.5,0.378163465269664,0.382831999914224,0.0560069495012185,0.0522663973792399,"US","Agricultural",-0.00240565581589848,840,66,3,"KUNKLE",1,41.6511517,-84.5147859,16,22,0,1,1
66005,"1-25",0.5,0.372304043530992,0.375231166940789,0.072279361592038,0.0598060023622085,"US","Agricultural",-0.00246409400041884,840,66,5,"BLOOMVILLE",1,41.0376017,-82.9962929,31,22,0,1,1
66005,"26-50",0.5,0.411464785422535,0.427208108076783,0.0695031975139883,0.0614091402171042,"US","Urban",0.00275153830787541,840,66,5,"BLOOMVILLE",1,41.0376017,-82.9962929,31,22,0,1,1
66011,"1-25",0.5,0.414020739314447,0.439225383036105,0.0635995284090577,0.071947164770945,"US","Agricultural",-0.00288211032218636,840,66,11,"PITTSFIELD",1,41.2506217,-82.2354939,31,13,0,1,1
66011,"26-50",0.5,0.394142550522376,0.436102178648125,0.0672595754332959,0.0687865445900073,"US","Agricultural",-0.00229948468472988,840,66,11,"PITTSFIELD",1,41.2506217,-82.2354939,31,13,0,1,1
66015,"1-25",0.5,0.459411341661712,0.468064652746773,0.050293387968139,0.0631730400274816,"US","Urban",0.00245641545170242,840,66,15,"WAYLAND",1,41.1788496,-81.002582,24,13,0,1,1
66015,"26-50",0.5,0.447608222999806,0.452060161738771,0.0595350917789547,0.0637879315344564,"US","Urban",0.00389006953781208,840,66,15,"WAYLAND",1,41.1788496,-81.002582,24,13,0,1,1
66021,"1-25",0.5,0.395777702790147,0.401050980195644,0.0540959085441737,0.0616692008394709,"US","Agricultural",-0.00259134392194764,840,66,21,"LENOX",1,41.6803821,-80.7420743,24,13,0,1,1
66021,"26-50",0.5,0.386045378181648,0.396652160905554,0.0561128997383113,0.0572953203823761,"US","Wetlands",-0.00377730644230729,840,66,21,"LENOX",1,41.6803821,-80.7420743,24,13,0,1,1
66025,"1-25",0.5,0.408292488899211,0.454589280658163,0.0638627198155045,0.0565614174578816,"US","Urban",0.00260695218179468,840,66,25,"KALIDA",1,40.9809757,-84.1972889,16,22,0,1,1
66025,"26-50",0.5,0.37216586596457,0.39428663202208,0.0616054141674954,0.0493363683240533,"US","Urban",0.0068784011366874,840,66,25,"KALIDA",1,40.9809757,-84.1972889,16,22,0,1,1
66039,"1-25",0.5,0.371852046647896,0.380674433569454,0.0627430168665356,0.067242296648839,"US","Agricultural",-0.0031691858959506,840,66,39,"LUCERNE",1,40.4606653,-82.6249903,31,13,0,1,1
66039,"26-50",0.5,0.351848626351225,0.373890492429384,0.064631631374359,0.0674785439828378,"US","Agricultural",-0.003304944207566,840,66,39,"LUCERNE",1,40.4606653,-82.6249903,31,13,0,1,1
66042,"1-25",0.5,0.354453466512824,0.367681971363141,0.0647949307165069,0.0633075273498462,"US","Agricultural",-0.00273492236280652,840,66,42,"FULTON",1,40.4600977,-82.7639629,31,22,0,1,1
66042,"26-50",0.5,0.391434610783484,0.409000532324326,0.0644127616322851,0.0572205845790867,"US","Urban",0.00226245185539139,840,66,42,"FULTON",1,40.4600977,-82.7639629,31,22,0,1,1
66049,"1-25",0.5,0.439605247435766,0.469294499234872,0.0601775692165547,0.0766817852843975,"US","Agricultural",-0.00480347245499452,840,66,49,"DRESDEN",1,40.1062833,-81.8999167,22,28,0,1,1
66049,"26-50",0.5,0.396164251058374,0.39393769722358,0.0543676050701914,0.0739272883666955,"US","Agricultural",-0.0040425296442688,840,66,49,"DRESDEN",1,40.1062833,-81.8999167,22,28,0,1,1
66064,"1-25",0.5,0.382819602242889,0.409182558733221,0.0654612592036717,0.0478823732980432,"US","Agricultural",-0.00455355586320056,840,66,64,"CUBA",1,39.3611652,-83.8637013,15,22,0,1,1
66064,"26-50",0.5,0.383659273910628,0.377557796665339,0.0680568329015221,0.0450742479093696,"US","Agricultural",-0.00723119333000012,840,66,64,"CUBA",1,39.3611652,-83.8637013,15,22,0,1,1
66067,"1-25",0.5,0.363452714440368,0.379553196061613,0.0438696461964005,0.0554742867916062,"US","Agricultural",-0.00211291492198648,840,66,67,"XENIA",1,39.6821707,-83.8036269,31,22,0,1,1
66067,"26-50",0.5,0.380434717083293,0.372456688490569,0.04946255899233,0.0555461821686566,"US","Agricultural",-0.00143615741065144,840,66,67,"XENIA",1,39.6821707,-83.8036269,31,22,0,1,1
